"";"property_id";"ESoEstrato"
"79";"b9967425c859b37f1a2cfec2";6
"80";"81631afb984fdfeb0e71dff9";NA
"81";"3b37c9dec548ed82b6daf9c4";6
"82";"a283f69c2ff66a51bc76673d";5
"83";"14e44b682748c0e703d45613";6
"84";"a9d9be2c4ff459d305269509";6
"85";"8547c5af5af205919bcb98c2";4
"86";"122ec30ba744473551ca7243";3
"87";"15684baf7771dd13d5bb3a73";6
"88";"ad83b52bed84388321f931ad";6
"89";"272b75afc943e07089aa8a10";5
"90";"1cc85f713e59199b908a2e7b";6
"91";"b8220fb7ddf4a579c88c318a";5
"92";"8fe87c95ecdc4e74950bdac1";4
"93";"253bb36b5d5b7ad19ee98b05";5
"94";"9ddebb01dc2b52317066b889";NA
"95";"6a8cb25f25eee9f2cf6acdd7";3
"96";"dda3a68d099bb7865fea8b95";5
"97";"761d3ddda4e77280b21d2283";4
"98";"f40c9968a05ffa48c7b65233";5
"99";"555ad229c272f521323204c0";4
"100";"8db84bd5de71186393d01df4";NA
"101";"9611ddd0c402f5e7588322be";NA
"102";"bb7d8788382711fad30aa16a";4
"103";"9207ee5fe88bf95229dc2405";4
"104";"92d274e7eeccabc58332fb1e";4
"105";"c8b7a06c3f062bdfc8753c72";4
"106";"7a09a4ef9c84b905b59de7ac";3
"107";"bb76aa417a3e3d1a7535808e";4
"108";"afd7c78160da1ba94b50dcee";4
"109";"7a6d7a80f3b05429055ce89e";5
"110";"e779c2a042927d404cc4422e";3
"111";"8f38374c65e2168a15727db8";4
"112";"151fb9ef2950c74a46d46234";4
"113";"614e3592e6fd3a4a92385083";NA
"114";"64d5cce955d3896844b27a20";4
"115";"af8acb1a1aa1c84597be5e3b";NA
"116";"94a472d158efa617390ecaf8";NA
"117";"27b5164875beae6d4633e56b";6
"118";"42a8ccc24fd39027cab909ce";6
"119";"9212eb07164f6fa1e014f34c";4
"120";"bc513fa0b2fdf85823a2233a";4
"121";"7710bce46ca6bf2ffa8ea801";5
"122";"5340110eee76639143562b43";6
"123";"f9663dcc284e83e4163d7747";6
"124";"10e3e3d22a841ccf5ada63c3";5
"125";"81ac7c50f45c23ffbf4d3ae7";3
"126";"641a4a6c04695c9a46cfe0d1";3
"127";"aebffd5c4c52776e2dc5b380";5
"128";"aecabf87cd55ecb4426012ec";5
"129";"1dcd0edbe0e89fd8229fc7a7";4
"130";"097104a0c9a9529eeb93f205";3
"131";"15fd5db09d9fc8efb59f1ab5";5
"132";"b823439a2b194e95da193137";4
"133";"3077ae7abdddef5d89928879";NA
"134";"e267e06dd33616f6b1f14aaa";3
"135";"58c7b461e1f79dd409c1dbd5";NA
"136";"4882611109e695d1becce965";4
"137";"0bd39bf346fa85ca5e17132a";NA
"138";"50a800498200415f52cae258";4
"139";"c24ac9463aa350c08cb3a19c";3
"140";"2e1c208938aa983c0827ab80";4
"141";"55d0dad97a87c8e26fc8678d";6
"142";"e4310eacf064a34bf4509f4f";NA
"143";"a5d7c3eaacd0d26e5871de7b";5
"144";"511ebd725348ee5c5b31d254";4
"145";"5d646a83633b1feb6ccc6dde";NA
"146";"922787178fcb9aea7a7fcd87";6
"147";"9121b4b41ebda6f043dc9964";5
"148";"9641571c1749cd623f2633f7";5
"149";"6aa5e1189008d105461c25a7";4
"150";"ef037c87bc1a9e43044815d9";6
"151";"1ec7989352429bdc290f5ff6";6
"152";"05f59d29bb564cb0fcf9fc6f";5
"153";"06957243330165ff783d0ae5";6
"154";"477d6e633a60d040407bcc11";NA
"155";"03172aa4c3833a4a6b7aafd1";6
"156";"2a952da2bf5e8861d5ddda4d";6
"157";"bc0e84cc5fb6f15eb57e8093";3
"158";"8e26b6aeb32dcbd6fa279075";6
"159";"907806ec5979a9ff6ece999b";6
"160";"aaad2494a00eb559a9bdca89";4
"161";"260c32e86b380bf6185ab9bd";NA
"162";"29f2a536d61f42cc8b82a333";4
"163";"d7c872b4e770ad02774a6ab5";5
"164";"eaf1f3d4b301021a2ad7d0b6";5
"165";"222b2759cba947736f357852";6
"166";"392304a4731800a4ab234ec4";NA
"167";"917e534de35c8af19ef3662c";5
"168";"8a2867c01fb8a993d726bdda";4
"169";"b773ab4e0cdc98377c7930d6";4
"170";"e0772141f796c5fc5824cc59";4
"171";"c77b1a8babb79da127d4084f";5
"172";"8718133655546b030028046b";6
"173";"1525ee93cc74757440e4887d";6
"174";"a9c2d7d70e0f462192460843";5
"175";"640eba4218e7ad60380de035";6
"176";"734c08c88b51ede7c6ed632f";4
"177";"4b835725c676d812e5925e9a";6
"178";"3e4701772ca607d77038042d";6
"179";"a9caedc4eb3e7235134cc81e";4
"180";"9318702fdfc5e054a7c3f94a";6
"181";"a05d471eb383637141f7869a";4
"182";"3c2d5752b7e0f52c4632c869";NA
"183";"75eedf3bfef72dc1cf44e2a6";5
"184";"45089a75f811a5c4a63a6576";6
"185";"3a3118a2fe4a23a4ddcda3a8";5
"186";"82e80f3e218d3696793551fa";4
"187";"e382203fea78055a481c1a07";5
"188";"23d8500593b71e0a3473c49c";5
"189";"ca7d21980a44e802a8bcb3ed";5
"190";"e2de8621291d284dcb209e03";5
"191";"e06a6b659db5a3aaabfce140";NA
"192";"f276403c37b94005f3c1c916";5
"193";"9cbb8596fcb47469a34fb38c";4
"194";"40cc7359affb9e1c1e0574b4";4
"195";"1d44d3ec50b8f3f7b36d29ef";6
"196";"b8bd37d602aafa1461fb69bc";5
"197";"dbfc3e6b0c3aa992851fa7b5";4
"198";"abe4346403671918ae98f23f";6
"199";"3ccdea8ebb722d3afbc684c3";4
"200";"d2815dcdd85f0106c6438037";NA
"201";"0923bcd0568d89de2cc71a1f";5
"202";"9463dcdcb39d92e0ad22aa12";4
"203";"8cede0b1c061dd152f85a23e";4
"204";"cbe488f48e57ef7bed3560a3";5
"205";"1cb10d88b93b4337d5ce7113";6
"206";"5e2038446771850fc0659cbb";4
"207";"20098db69e8ab1951cdc14b5";5
"208";"f4174493e7633e5af6178948";NA
"209";"acc73c18c17ecb47c3326035";6
"210";"09b21628f9cae633284c2d80";5
"211";"d525018b0ca49cb1e92ac945";6
"212";"cc912251e69c4fa5550f1e9e";6
"213";"dacab168b8f41d0929124e5c";5
"214";"670ac91d2e7d5930302e213c";4
"215";"d136071d4b846b9e9feec77c";5
"216";"d65f9b2c8ea80507ca7e6322";4
"217";"9eed94c0d73ec1b3b5b7ac9c";5
"218";"4112e5b5a5f004c2af3c07d0";5
"219";"57e43f354a43d390c268649e";4
"220";"65ef893e7f55dbab05b687b5";4
"221";"582ee8f3456c12be7be0a4ee";5
"222";"347d058b9f34bdc81ff5549d";NA
"223";"8dbe8c19023fa7b63e53c2c2";4
"224";"25c7d06ba0f8b9886d7b051a";6
"225";"a42be8a714fd34fcb8af54d5";5
"226";"ca9a42a46f9d88acb2c3e558";6
"227";"9f0b9f38fa7666d8ace44797";5
"228";"adc481de4349ec9cf9a8cadf";6
"229";"3b10928ab32d5e89c26edc55";5
"230";"dbbe6a6b1ec985a227add088";6
"231";"fff1c1f3e6704f4333b0ac2a";NA
"232";"6850515b860c7ee2bea8436d";6
"233";"b369707128a0ea8494cce566";5
"234";"73fb2d4e83ef4649c7d786b8";NA
"235";"a0ba83f910ba33b5f18e5a94";6
"236";"e0168044ca32b35cb057ab10";3
"237";"dfd626321eba0dab770471dc";4
"238";"0e2741544461bdd9c31591d9";NA
"239";"c9373541e95254b22fd12b56";NA
"240";"56e0caa0b76e6796265545b0";4
"241";"cb69f5c4888fa8cc2a3cb6ce";4
"242";"b7142d600d8eb91d313cf8f7";4
"243";"25c202b581791bbd7658519c";NA
"244";"dedf760cb575c70b5d202575";4
"245";"631709d84e43d1994eed02ed";3
"246";"96be8b19acd025cdb1738b1c";3
"247";"bb023cfce3d0b9346bccb7de";3
"248";"8cf35450840fcf4d8bc52094";4
"249";"9bde35c8cf2f2f0f6b5dd87e";4
"250";"0132a99e22adcfbc1fde904f";4
"251";"7a3ac4bec13227d536971d02";NA
"252";"e9280e41b745f4b19803a260";4
"253";"7a137d1ebda88ad87b77e32a";5
"254";"2362b37ece54574b692fbeea";3
"255";"71ef838cd716a070897c23d6";4
"256";"13e6c5e06352c4abb3f6afc7";3
"257";"10a3a6d6660c27bccc68bde7";NA
"258";"d675293ec37089307c726f88";5
"259";"4e149eb507666b8f8996cc2c";4
"260";"baa1851aaf7914745256e9b6";4
"261";"5220d7e9eafdd10d27151147";5
"262";"c9afe38c93e34a03e308c206";NA
"263";"a04fb788fbcf63edbe760c07";5
"264";"55549fd94ca77cd4c6cd7dd8";5
"265";"62ff9a6639d743e542347e85";5
"266";"ee8eac44145ba80fafc7cace";NA
"267";"72410609a9bd17dfc94d51f4";NA
"268";"30bf2cfb22f764c72f23397d";3
"269";"f167bdd7c309edba4632b80a";3
"270";"ae3c9afedf7640d1876c01e9";NA
"271";"2ec9b30eda1a7b49267e4c1d";6
"272";"d4db184d08a075042926475d";5
"273";"038f5b9cf6bbb7bba448d92b";4
"274";"bb0d90ddd429ffe86161a087";NA
"275";"8d8add5918077919704847d5";6
"276";"dad6c20a5db2cb102eabb30b";NA
"277";"ad631725097adf7fd10f5cac";5
"278";"90571711a19da675da540d2b";5
"279";"29f5db19dd2082d76d83dfa5";5
"280";"af01e95a40950f83b7d23b9b";5
"281";"b6c5f07073c9de5129418f43";6
"282";"5aa6fe32f7f2e089766de25f";5
"283";"75d88dae90c6146f722dc3aa";NA
"284";"4939e13d854c80ac1a25403d";6
"285";"1085cd74c00b1890fb23f0a7";6
"286";"8d9bd95390f91c6e9fe8d0c1";5
"287";"e5614ae9931df7e84902038d";4
"288";"d58d6bfc7fc8a6ff2d07ebce";NA
"289";"75925c598555af9fbd770727";NA
"290";"0ecd6ed0656e98fcf826a48b";6
"291";"26f22d34421736f5b86ce2ce";NA
"292";"34ed8a8c53de4523b98487d2";NA
"293";"645beca55e3e826154f0166d";3
"294";"fb362459aaf86b4b733f0318";4
"295";"354f3a877e8abae7f7a72a13";NA
"296";"3302c30fb304aa899a7f8e2f";5
"297";"47e639d441d5738511aff6be";NA
"298";"0f17c55488d9bfccf3587747";5
"299";"564568bc2486492b2c979c10";NA
"300";"dfd7c87c0c2cdf4380aee1ae";NA
"301";"4eaec6c6efbfb46dd324e8ae";6
"302";"e72f611a6fdd256fb3baf651";NA
"303";"a3e62d63af08ea72dd2020ef";NA
"304";"0c1dd2b7f92944beb801d66d";5
"305";"7ca226f17dd73a5e5d7e7f73";6
"306";"ffeb84253a655ea31b40f13e";6
"307";"0d7a790bb0059f0840888c33";5
"308";"287ea30eae11d4fad664d414";NA
"309";"927c408abb6d93ccf6e51d19";3
"310";"3f9c09c76d09ee25a48bb5dd";6
"311";"2028127beb460126afdd73ff";4
"312";"0388e403701fb3510986183e";4
"313";"9726859ac74319773ffbaf64";NA
"314";"4d9fbee3462cee8795170135";NA
"315";"5ef457ae128676a08c3756b3";5
"316";"09dffdff55f1f71e3a87323f";NA
"317";"77e7e5f242dc41031fde4e37";NA
"318";"0cc189fc57c340ef413a8d24";5
"319";"4cabb10a18b1c2f9b7f2f947";6
"320";"dadafbb90edb4f84736ff23f";5
"321";"e9e5b7a6bd3434667b114ac6";6
"322";"f247aae5ca00d3b9bd9bf8cc";6
"323";"ea774b0bf8b8464d5b1d18ae";4
"324";"8e7d1ee0dcfbb1447263edf8";5
"325";"345572a750ad92a3a8c27ee3";4
"326";"6e94db9f31d7b6e5dbf56fe4";6
"327";"6a86579ccdd41bd507f07b1a";6
"328";"a3e585a32a53821a27e5d7b0";4
"329";"daf26c210b4f25eda4801800";3
"330";"356af1261d6e43b44bd7f888";3
"331";"7a2d0e5a6f127af169ec9b5a";3
"332";"5edec7f5a5de9e7383bb5fee";2
"333";"bec79ef4fdd0d735a5595acb";NA
"334";"4a3f3541adbfb28e339058b9";3
"335";"b59d3036716a23c234aef995";4
"336";"49081a69fdf09bd01a2e96fa";5
"337";"a935af18a0063168fcb641f0";5
"338";"11bdd8bae01dc843658297e4";5
"339";"dec596f1b7b4e105a1fc066e";5
"340";"6ebbde39ba0b4ec522d4737c";3
"341";"149c97aebd9bbb4e0a623489";3
"342";"b5cb0ca5a3af940501249cdd";NA
"343";"2103f794a7f42e1788c06698";6
"344";"8e119af3800a250305a6b88c";5
"345";"f73c7ab1f3897ae79ab87e64";5
"346";"31cd7e4eabb472944a4288fc";5
"347";"ee28952b770249fe204fa1fb";NA
"348";"349306e22b4478eb46e8168e";6
"349";"a5ae9a86a1a92751078f42eb";5
"350";"e7d60221775e3ac706488a3b";NA
"351";"dbe90baf2df47c4f283cd3ce";6
"352";"683c42a2edb8b9feaa2be8ed";5
"353";"125cd6baf2985341dfbb912a";4
"354";"97d920589d5a4ceacc45c2b1";6
"355";"5d20ef123ac2433550e20709";5
"356";"d6c355e1072633b3d777f3be";4
"357";"5a676fab82129d3681c27822";4
"358";"a741ae828569704ee04981d3";NA
"359";"5de12d114566c02077a98773";4
"360";"7ee992accf027a3ad6628289";NA
"361";"4ba4dadf0df922d627b3e27e";3
"362";"aea27e8b4dd1f2fb21a31a51";NA
"363";"b0f77b4f480e3171a5574077";4
"364";"2270f243dd384bf79748e604";NA
"365";"d3c0742077a860b6d50349f7";4
"366";"fbb29b40c2eaba3b3090de2d";NA
"367";"ea1a4bd57e3269f62cc8cf21";4
"368";"430bf7fd0d10bea281f79efd";4
"369";"8c17c11650e2fd5c592b1787";4
"370";"5e0d73914e58c756019b68e0";4
"371";"9466c4b38f1f5392b3a48595";4
"372";"e3fb36170ab90a2165a3be60";NA
"373";"7d1d4462bf00dba6018f73e2";4
"374";"4e8d3ec3b167a6615c9d8ac2";NA
"375";"5c80a4cd008702ac57ee38c6";3
"376";"d1b3ad68c814bf39e364e197";4
"377";"641cb0365de4d8b89c4e152c";NA
"378";"121889e4244dea21db962769";4
"379";"ce6fc26fcfa054883d950fd2";3
"380";"68e0b78ed4a2fbdb57fc770c";NA
"381";"264fea807fe0aa49c370d448";NA
"382";"0f95cc6388d79635a9bc6e87";3
"383";"6b82c0cb90434cb2256b26c7";2
"384";"974518d278fac510df51d71b";3
"385";"147afba33365be89284b16a4";4
"386";"ea0c6398e693f2cebf84eaba";3
"387";"79379e308d5618bb348f7859";NA
"388";"18356827dd2d6fca9681b0d3";3
"389";"9cae6f5a295cdcb6b66d8899";5
"390";"38ffa7f46542c5dade93de3a";3
"391";"e63e28c09fa77c13bc282794";3
"392";"bb7663af6fe8a976353b7bf2";NA
"393";"77095d2ed94882e2e008adb3";3
"394";"597ba027224c116228c9df7e";NA
"395";"7e7b32a9e563e8ba0fffcca5";3
"396";"b6f2007f7bf39953df639c93";NA
"397";"ffbb72a1e25cee9cb3745d1b";NA
"398";"c6a78976fd12c090e28d97b8";6
"399";"b712b807f4c3d0d9c8d9709b";5
"400";"a4261837eac5c9a80d763e0c";6
"401";"5f3401d7e7baaaf4615dc84e";NA
"402";"c50d583972e7967d20f84afd";6
"403";"60a44d994c62169510ca10a1";6
"404";"65731d346a1950b7636f751f";6
"405";"0c8b99ed3ce440af3419e1e6";6
"406";"49f9920b2b6cb69295d2003f";NA
"407";"ed3b22e4fab7e9d149eaad5d";6
"408";"976f640a46849626755f36ac";5
"409";"930d4183aab4e02a5dd687a9";NA
"410";"7f6e7befea76a0b035c23d46";5
"411";"c5fb6f70ec67f104ee9f32fe";5
"412";"a1d78be5b4265551d45b8f0b";4
"413";"fdeef3a4a51dbcec27c86135";4
"414";"734b639a9484d1fe587e05ee";5
"415";"69aa36528c14be0da5fbca08";NA
"416";"1c912481aa6966f86ef07f2d";6
"417";"1672ab339f04cd0608aa34cf";6
"418";"8e170058e0fdc54b75bc6433";4
"419";"97f19d42cb5bff31dd52b6f3";6
"420";"006366a360c20a81d6720ab0";3
"421";"607c6a6550ddeae7d9129570";NA
"422";"f0199a2f3cbe4b6c953688cc";4
"423";"d3316a08dbeba6bf285f6917";6
"424";"32754f44546a099ee1627a58";5
"425";"fea55df4262c23256510f739";4
"426";"ef62952f9e1f716c28d48ae2";4
"427";"f0b6b89c1e5d7c40c884ef8f";6
"428";"c5326295426f6ce28825e2ef";5
"429";"dedf452a1f0f70a527fae763";6
"430";"5440dae04eb9b01b516499f1";5
"431";"2c455800f70556d337d8477b";6
"432";"78068dd3ec94648a53a93abf";6
"433";"ea9777225f7ece494cb7e96b";NA
"434";"3043795488a5f823874ead13";5
"435";"ae2f3592886435a8fbc35b3c";4
"436";"5b0de778c174bdf7d7febdaa";5
"437";"e503d1b7ee7b1b8e19b19c98";5
"438";"7c7617b7e573f1d20551d37a";NA
"439";"c843b4c311db092486e65c19";NA
"440";"60bf5708cc4c0a2230ed9975";4
"441";"7d42ce5c34d0724fec92a986";4
"442";"9d8aa3611a9a0f65928da59a";4
"443";"860e4bb23989d5448454096e";NA
"444";"e4cd6e6a12c332165043d51d";NA
"445";"df44fb2ead490e27e6c608a9";4
"446";"06a1143630e4d3de624dd9ba";4
"447";"2d2f627f2a73cd6ace7e6dab";3
"448";"bfd32e299f5ed7d9c3ffca79";4
"449";"c6508942283c51d962f3d26f";4
"450";"864e9f624fad8653386672f7";4
"451";"769671449aa987e0a8a72c7b";4
"452";"4c056a1d964eb5adda1115b6";3
"453";"46dbb5d071c1c959e35cdd57";NA
"454";"ec993b19a30e9e50d3eea0b2";NA
"455";"40054e9d3293d085276bd4a3";NA
"456";"7cf462f30655c545de025403";4
"457";"3b39fab83a141b1a3c1b8aac";4
"458";"1d1ce5d713d440bdaf3574b1";5
"459";"229a21a3ce8d309c0407bfd7";NA
"460";"8e6d1019ebfd2c5bf188aebd";3
"461";"f57564669011cc956dbf4afe";3
"462";"a955292951e188ac2c7cfd82";5
"463";"12dcbcbb83d0a1cbdf2abdcb";NA
"464";"3fcc1fe11d15755d42019859";NA
"465";"be9de7aedea18ead9e166b29";NA
"466";"a02ff904913bb364fa68dd4c";NA
"467";"579275eef7a2dd24bef47d25";5
"468";"70ba3e4ed50e48818a181959";5
"469";"a72a2750611a26ad5e972ddf";5
"470";"8e475ba3c0dfbb2d4ba77510";NA
"471";"997204943d3fa8c07c682d83";4
"472";"8f7840d0477ea7497a11375f";5
"473";"69289c4e019ba755556a4dc2";4
"474";"a1c1513d67ada5fa12b7d9ec";4
"475";"4027524dfb98d51ff1c03059";4
"476";"72448428e9a4f2f4ed121e03";5
"477";"cef61f496f4065f087556978";5
"478";"1bbb60171141226d62221d3d";6
"479";"bad61a29086df58ecd7f2596";5
"480";"e4a1ec0859f2ad28b5fee892";NA
"481";"78d94de46ab96658573e77d3";4
"482";"163de22bd77170f74e0ac0fb";5
"483";"3c66cd388aa31e4abe6e6489";5
"484";"a0259d72f1f45a90d61a3237";NA
"485";"463350614e0dfbc02a67f373";5
"486";"6869dd6be9758a6cef1ebc1a";5
"487";"a3fe3e5c2f650fcc563d96e2";5
"488";"96a0d02816a19de0b0bbff34";NA
"489";"af092f0d7b47e892954afa27";NA
"490";"f929a6e0299dd84147b38e3c";NA
"491";"56ebc3c4927741752b7af67c";5
"492";"1b2dd0a496359be8b107653f";4
"493";"30a894a99fb39185fb1bcdc4";3
"494";"7a2b6852a8e9adb8fc912025";3
"495";"b8a14c814cfdc8368d651632";3
"496";"7e49b141f6806493dd056918";NA
"497";"841314c02a98e2b1c9ddb2c8";3
"498";"01cb940e440ad7ea6162b708";3
"499";"59711a43c0ec9f9320ffc809";NA
"500";"25d116261b3c54ef4d8ad687";NA
"501";"16271213e655668c806e7c9e";NA
"502";"b13e71e827979d4b8ac1087b";4
"503";"235ae4d35e65e7b834b82e5f";NA
"504";"3414664ffe0b5ebf308d92e3";NA
"505";"d40f66a74e121169b40091d1";NA
"506";"2985b9f1daa013cb12e95e19";4
"507";"7ac1ba8b8f318ec798454d8d";2
"507.91";"7ac1ba8b8f318ec798454d8d";1
"508";"6de5dc8384c1649546bbe9e7";4
"509";"9bdad3040530ae6dea79a973";4
"510";"9cf4ff412a517a1c76332695";2
"511";"14459179d9bd8203cb44944f";NA
"512";"a506b01bf83bd84cd73424bf";3
"513";"6f81bbc09f52a86c01cc755b";3
"514";"8b0db8346e65bc3257f49ca1";NA
"515";"7b6f6c4f4cb8da1a10aee622";NA
"516";"63e4fd35e3bd22be260e47e4";NA
"517";"25d6548cb50bc859b3feaffd";NA
"518";"5a98d2a4f583b2e198267c5f";3
"519";"02ffb423bcfeb315fb6d9638";6
"520";"60158fb4610175e377e8a0fb";5
"521";"a04bd12972ce31865ec73545";6
"522";"4ff31bce56ef379c26130ce2";6
"523";"ea3c22ccd812c04a63f00bbb";NA
"524";"4ad0edbe0f9b073bee6606a2";4
"525";"220ed9d4278f7c75b691a94a";5
"526";"109d5854da094179424dae60";5
"527";"15b8747bf3cc9cf9cb86feb0";4
"528";"65e515776e8d3cb5033c6fc5";NA
"529";"3139b7bf80755a96834107dc";5
"530";"f0a47b587d6e863dc81e6adb";5
"531";"a01e5488baf40a10d57a282c";4
"532";"13754e5237c6767e5908f3e4";4
"533";"cf18d849fda72ae5e3894426";NA
"534";"dc1522ad06396e8ffc6338cb";6
"535";"e904bd73eb6b1b2921d07e84";4
"536";"1f84dbc5d9f9af6a1f8b9623";6
"537";"9f13d47191becc64225e8fc7";4
"538";"8485f3539b9add1b023345d2";6
"539";"9e5b2b5afcbacf7734cb4694";6
"540";"aa28e02e7c10b95560c2f905";6
"541";"b85856c30104c8ae3f7530c9";6
"542";"56d6de676fdcf35770a596f1";4
"543";"46f686938c6e4e747c358892";4
"544";"2f966109f910a52c6a628858";6
"545";"e0528338276283506efaee15";4
"546";"e198ddaeca15f19748e457a6";5
"547";"36e10c5f913c4e5e28cc56a0";6
"548";"a7cf74daafe8e633433597fc";6
"549";"7e123fd83114f7f6640cab28";4
"550";"9d6c75bc88e1933dc5bb3897";NA
"551";"0b3f13910060c3ce30e93ffd";6
"552";"8b691fb7b1d57a9fe0593c77";4
"553";"3097d69c0811fd195f6552d3";6
"554";"c6372ad746fa944bce770a8c";6
"555";"15be294209c1a692ad88c8f3";4
"556";"dcc651011155659ba65f35e1";NA
"557";"c72e03b3c9e5d5a8ce594d4e";4
"558";"5a9760f37ae82ad5f457c8a8";4
"559";"1250950d61f3e80a5dbb089f";6
"560";"55e6108265125453922cade9";5
"561";"f96a40939dc14c74032b39fe";4
"562";"0a0ef50445721abaddae0eac";4
"563";"15bf6e774211fc2dfa6f9156";6
"564";"8049a3547503a355ab241265";NA
"565";"07df9c8f26d35333260a9f2e";5
"566";"6d13fdd4b4a51efeffc0e602";NA
"567";"5f8112c969b50c083e0d8a2f";NA
"568";"91b338840759e73c645f8bb2";6
"569";"1248c5f1a860b712ba72579b";NA
"570";"29ee28cfd9e5e7e96b30020c";NA
"571";"a85d83e301794f702046b904";NA
"572";"f4f255d9dec507f38a5699d4";NA
"573";"0fe9489a6f4bbaa26ffa80e2";4
"574";"1f69ce22435ed42137d311bc";6
"575";"7b791069ec9fc93452b5e957";5
"576";"f21b6372231ed14aaca85be1";NA
"577";"0364a6930372fa75b1f903ff";5
"578";"5d40f6f547608d96900684a7";6
"579";"e03111f98abc91e1efc373cc";6
"580";"d9a1ab4be593486a0e9922a1";6
"581";"667815b2abf4c2f0f9991620";4
"582";"0ceb12b6418c957223445dfd";5
"583";"8ea4d21dad71d9bce2fd2151";4
"584";"74628936ac49452e5cb78286";3
"585";"304cd7e8a7f32a436fe26990";NA
"586";"216595b84475cd1b6ccacda3";4
"587";"0c84327eb25cdcd53adb2fb9";4
"588";"54cb81210fb2ea1dc348091f";4
"589";"f8b321f1f6afe17dee7620c8";NA
"590";"9f50ce1c344a22c6b29b3bf7";3
"591";"17a090c58afe4e1733fee9f7";4
"592";"fc2277eba068a5242d11729f";4
"593";"b0b981c4715c2d90bffd3b71";4
"594";"6ba13b282052a7b9eeba0001";4
"595";"d97d464fc18e4fe7178fc87b";6
"596";"a4018e81059e256135622ee8";4
"597";"0ab8e9f0ae182b21cabbb59c";6
"598";"fc6e30e7b4448ca928e922f8";4
"599";"92b495c785b50ac4f1e9bd25";5
"600";"3e30ca917cda845f6e0c6b70";4
"601";"d6a36aaa805c198323ee1611";6
"602";"c2ead5aa118dab8f04a23ff5";6
